"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_lambda1"
0.0499002374683079 0.154828010891743 0.132748141035323 0.190947670334001 0.238293959542187
0.0578563498198444 0.159872286689319 0.115725777741956 0.170078230330547 0.244952472106324
0.0530535917315986 0.170791139044401 0.12494665560339 0.198317194914998 0.231623990218038
0.0558166989199494 0.194016254842239 0.120438832192376 0.183502025222192 0.20808402514236
0.0569355389886601 0.158724433881168 0.128057362804055 0.190196617439097 0.253361076758969
0.0589647782718044 0.180860497802115 0.124272698406419 0.189723931973296 0.229035086464577
0.0574978551730562 0.164077208911066 0.119314010413907 0.189746232092062 0.283753228510897
0.0586256172502416 0.17958012112626 0.129087124885083 0.182678121870085 0.246229755334307
0.0592645658220353 0.172049591522149 0.118531211258845 0.198145741968621 0.229467330338403
0.0591841904543759 0.178634554906996 0.11924951756899 0.183847136113517 0.215903456264221
0.0567595959596579 0.169073556278801 0.121999383300783 0.178242667777308 0.235391570330206
0.0513850209553581 0.172168548618474 0.13059279813673 0.192862637708358 0.215545814629343
0.0518821291267442 0.170420564301296 0.11686134044303 0.190513591146234 0.226397248378084
0.0559484107168097 0.193398347121539 0.108616965082561 0.17868470945405 0.195322907828706
0.0534666373876597 0.167515090696277 0.128026790458815 0.202215093789718 0.240423057792825
0.0526267394359109 0.174187796432324 0.1306805197086 0.19696794314928 0.246172621901376
0.0577052601920215 0.184874782714707 0.123462962944749 0.185742547462351 0.21914570433873
0.0644897986511875 0.168474928682955 0.128845958695873 0.201577961024274 0.250713008305784
0.0529567066217838 0.168169644581439 0.13053289132985 0.186785420087788 0.249267960078538
0.058572698818784 0.17763838115032 0.123942885516526 0.188576363841845 0.215089185399642
0.064865820506128 0.183655339305139 0.124941110321601 0.19309019719684 0.217838797499975
0.0549221542726096 0.177399590461521 0.126224717822443 0.195771191273146 0.233348721291932
0.0578378319951173 0.170351050625738 0.126538623524471 0.19346342803088 0.238915726026587
0.061845338288193 0.195961264813188 0.116258205726504 0.182194646161749 0.193964770178316
0.0572919322301934 0.176516280633969 0.126715216260512 0.19785037350168 0.234108398371624
0.0644407079694826 0.190515388470511 0.125075690604685 0.199300001340807 0.223996535554656
0.0601678569907403 0.178286790102818 0.120513583783488 0.184689972173645 0.215586846936738
0.0513056253559233 0.157617845595779 0.120928552554303 0.182128463996568 0.231358357101085
0.051419776213485 0.174732963761119 0.117802446901138 0.180006558981572 0.224910307489268
0.0577647107333014 0.174600187624235 0.119737252452342 0.184600757716373 0.218635136182656
0.0583623519129767 0.171902158267702 0.120245916366304 0.183153756733642 0.208042554744
0.0585186248135666 0.161869965971212 0.117535712145643 0.17974403933427 0.258415185427762
0.0542519574345342 0.157960457331951 0.122149670525998 0.180338609925593 0.262268601025731
0.0554446970181945 0.169264267836002 0.121669928205983 0.186324396308061 0.214557514349302
0.0550953476100071 0.176900167923313 0.115293673583307 0.178614427981874 0.20185832029066
0.0496871198721626 0.163465081140334 0.124460988222103 0.191009222763102 0.250799688189139
0.0571841422659475 0.168491244145031 0.117940132820027 0.188142889472252 0.243402227032896
0.0613935208678805 0.183732999944126 0.128119263248903 0.198398067839019 0.217296584348458
0.0540535265038765 0.164920386333308 0.121756759393245 0.186665227125631 0.254923463790144
0.0533864220276097 0.181276496034314 0.116109459446147 0.194342024608423 0.235421917677622
0.0484061684603235 0.153977692356004 0.12116814367565 0.195280331739058 0.255768766827062
0.0524183886959934 0.18428799919672 0.128490370477046 0.188204365305706 0.225123521270626
0.0578606625470481 0.169832234302336 0.130041810870259 0.189062238075487 0.246587987202295
0.048783612589386 0.180407836776922 0.115602226748107 0.18908473410034 0.207696747994072
0.051277143473248 0.17433544525527 0.121444663328645 0.186740810124595 0.227890283594678
0.0591490032081151 0.181256822154421 0.120363355661853 0.177413927964525 0.219161202095613
0.0593191440117752 0.164778446174294 0.122279470073393 0.191635295535213 0.235264295188044
0.052531359009377 0.163794711300048 0.116576865793405 0.174043919305518 0.236958043064446
0.0557210599412015 0.162800338900944 0.12743054354646 0.215596335184165 0.265458101315543
0.0634776076406106 0.183590516776985 0.122301511520409 0.186113847311498 0.210793566169842
0.0614764347240196 0.162093720853723 0.127303303999931 0.186518806483336 0.248978188821037
0.0576409897581045 0.170049633081096 0.111359782323703 0.18253839077825 0.228347093648085
0.0590604037095607 0.178578413976443 0.123478657805443 0.201978649348012 0.239823059460912
0.0610990002127325 0.180539392514647 0.129410682761786 0.191109622498719 0.248881135877955
0.0550826660181315 0.178241455002041 0.118067837499044 0.178305493017073 0.219268781968003
0.0526369811574677 0.172170217871454 0.116768766428283 0.185728872675555 0.228420784218572
0.0537929197058823 0.157703873287628 0.126551551706919 0.202887661337723 0.254863269531705
0.0540734315212881 0.166002555668411 0.130536292101841 0.186151469955013 0.248490024350905
0.0625189310503363 0.161716196748409 0.120399360496083 0.192520333946851 0.258944570051899
0.0584620899887664 0.159544616152949 0.124462601368655 0.188659516068274 0.264275874483093
0.0558294398327944 0.179102428992636 0.113453558931504 0.187897182571893 0.211903942690594
0.0596852302497564 0.176079355087868 0.131338259400212 0.205989017616087 0.256309169401406
0.0486485085076822 0.173426312742412 0.123035542325727 0.180544313216665 0.210221494719067
0.052972546920024 0.172806749775338 0.120921589823083 0.173761414934284 0.212311141154558
0.0584237977948506 0.16546634312299 0.116247443980026 0.178888343685977 0.224181931611713
0.0641451510300079 0.183180883167317 0.119966463948636 0.201310747718295 0.242220314968799
0.0599895898574378 0.162306135489174 0.118324371979634 0.178165488271595 0.232250379320909
