"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_lambda1"
0.0845759172325685 0.265241358959157 0.17650844776101 0.323185514823411 0.367043636544354
0.0767700115197966 0.231575926609805 0.21448583978287 0.307472583505627 0.428522678829013
0.074224795764808 0.263286026585611 0.170453875392695 0.270184235384197 0.309257914429096
0.0831290179202045 0.282390971875791 0.180882072773771 0.281467377583044 0.303241412112878
0.0906739669260726 0.238138845009939 0.190626267299681 0.286178424538487 0.372616822154172
0.062842282019562 0.211378983420226 0.177057001838397 0.301584373650794 0.349225888933433
0.0897436659815227 0.245743890516433 0.173791716174465 0.25849785406865 0.274842645844541
0.0707547352688071 0.227853468772536 0.195200010398023 0.263197129785969 0.355202521969249
0.086692692174285 0.248250537487185 0.1721445446783 0.291038759621847 0.335803398518613
0.0808713821315429 0.25692732489101 0.170375334200579 0.252270059532482 0.276794109636271
0.0764440177710167 0.285372250796208 0.170084172557005 0.259375976964218 0.28681051010017
0.0758973693116122 0.260565067674948 0.185755781267098 0.269620615826184 0.30212472124732
0.0708606112768236 0.222619806855807 0.186746914804154 0.273621156641093 0.385672648682276
0.0864119482433553 0.227911190352014 0.182703861975301 0.289027408888505 0.40631708291979
0.0664578682858972 0.235605088098771 0.181270996957604 0.28699957091333 0.359938048752729
0.0813646867810907 0.223735027976289 0.181987203223319 0.243879773559455 0.38161470441739
0.0754277459898164 0.256796524650061 0.18199858261813 0.281237510953486 0.355189176320988
0.0825524740175136 0.271958064952357 0.179460441212015 0.288751310806285 0.317190932549341
0.0689370166104898 0.242697181698206 0.184705680942731 0.288611597090475 0.363510288204165
0.0729686862933598 0.237469483401113 0.175529990076428 0.288326938884276 0.375388438927036
0.0826322156845504 0.233045750663594 0.164067448942933 0.276498707697911 0.324874982013573
0.0961098323287845 0.247363107864274 0.179383642231696 0.261922949643446 0.339043152484871
0.0857203896508921 0.243152184479565 0.172698495625754 0.272854112917 0.365566358844972
0.0845211006443656 0.23468933213433 0.171511501482127 0.247342973482646 0.358847098906992
0.0701761911790612 0.213126179844091 0.182505374572428 0.289829034183826 0.465656872094167
0.0692776319546473 0.200768476117881 0.174272507257864 0.284701442778572 0.442346833435366
0.0717742156641771 0.224920112418375 0.167877423270553 0.271152355915068 0.348163474967051
0.0714922357117379 0.233019010234887 0.200496379745245 0.29451886873084 0.338741581579779
0.0831457956424014 0.252053056500394 0.163109548962313 0.254910470699703 0.312365675647709
0.0790554520216399 0.273659935092368 0.164838455049389 0.247167376929253 0.277465466363302
0.0833338157207996 0.250613468779 0.182883047267711 0.285266935938824 0.311348717283136
0.0715637263182015 0.257013187955914 0.160636487870225 0.262618286980698 0.324471727920905
0.0869214000941656 0.266398016621771 0.176712599525822 0.272653715313261 0.29955483445871
0.0646144669787805 0.215824772466557 0.17803654797837 0.260935218149295 0.365516370327991
0.0789312570061719 0.205655764431409 0.158442519868844 0.332492110071506 0.361465926373337
0.0852071343244583 0.238271793755224 0.165857709199732 0.277744677674233 0.337680192653818
0.0698636530522449 0.241479522305809 0.180918224092449 0.266469355744407 0.358115606891071
0.087370017537566 0.215466687447345 0.178759714507134 0.275371781725489 0.387515161629617
0.0703304992069865 0.206724801522924 0.168577495072393 0.254651978127395 0.451376012652101
0.082752815023234 0.249965065653106 0.183954116565418 0.284464652457502 0.331130960168092
0.0648823717777826 0.246141024766157 0.164691662825196 0.254597995853356 0.313017221962057
0.0940634115655768 0.248066987604472 0.191175129370456 0.290421190575239 0.353561823678386
0.0870045567389346 0.267178967307791 0.176733983901183 0.264211712993396 0.312938553017615
0.0714857220388181 0.23964417024123 0.174337936742626 0.250144577881647 0.358516659990051
0.0818951395725561 0.220671567412647 0.193576636535711 0.257736763555293 0.373537619249749
0.0746252750911105 0.224540433009655 0.176816261213046 0.280765079021644 0.38159231689442
0.0803227892614677 0.230570616282942 0.160618123061957 0.255728443741179 0.351765716959948
0.0852904535501687 0.267696283321198 0.184178248645838 0.292125507671608 0.352932116337207
0.0732310311920648 0.221334944683865 0.173563060234687 0.259477890680549 0.312217437269948
0.0880150398776153 0.278802720017122 0.171369381879993 0.26419388475764 0.322783353928558
0.0722464010301117 0.230654149790244 0.187920131015619 0.256562160654913 0.355536163491557
0.0731849726820422 0.226098390642863 0.181303340009933 0.283311415465622 0.37448124225582
0.0784169277619139 0.222681272749644 0.175614545734408 0.260488499666724 0.345239577952969
0.079856355534206 0.22849530383347 0.194535670934276 0.290585207786891 0.335195898634961
0.0711028942958599 0.212907507301629 0.154678456248481 0.257683683292265 0.414784246604452
0.0749230727413676 0.242009233853578 0.160061247177288 0.253395290633612 0.32966691734076
0.0729582438504862 0.243452650267108 0.169252673797191 0.259168426363153 0.318375300566816
0.0834413046995794 0.284298479062236 0.176303353884174 0.294103922504033 0.295550384958319
0.0909548368576158 0.2302902893776 0.193301113770506 0.305854474855653 0.382749780128826
0.0973544577506082 0.244721810761095 0.179069575614443 0.293787453937297 0.37177447625271
0.0735675663525993 0.261125847344244 0.165535832514605 0.268941091271337 0.312186736409288
0.0773245667212534 0.267016520291365 0.181218649946848 0.30890752789107 0.31615217896218
0.0759168262141466 0.206344677471638 0.149965554694222 0.236333599950051 0.358376443382405
0.0749954371058447 0.263917054513429 0.200368526245492 0.290142829348587 0.338211374120442
0.0932124318598851 0.211624236783754 0.193415973839314 0.296533766200022 0.350636514213175
0.0805810491677185 0.201759850907458 0.165052619027948 0.248195832393386 0.389324283290049
0.0893115325253406 0.244909410255379 0.165642083648628 0.275555599460076 0.373572376018572
0.0929811855134598 0.256952322566899 0.16717740009767 0.251622645019555 0.318775599971734
0.081133263045823 0.250738373449563 0.182098256703519 0.311902891643356 0.303705203501941
0.0678954987413532 0.2400170036932 0.164411377374691 0.247142689324464 0.307733935413478
0.0696734241760795 0.240473343779842 0.153734422242353 0.222041980018535 0.287536083533212
0.0745515804886651 0.22918919647015 0.183639615751731 0.270632640997972 0.375049616965031
0.0809144871089786 0.246954333153389 0.171005783262669 0.264011085545413 0.307228184491613
0.088142172391916 0.251993166064851 0.186360470483108 0.296647785870065 0.38165634307713
0.0749831176232745 0.213689662519054 0.171827490977021 0.273860541586041 0.378918807716059
0.0640553777764049 0.218195930052914 0.161764660745015 0.256304353815988 0.343055712736606
0.0495066623880379 0.191166032211367 0.168296126808965 0.244299340168762 0.295388919559151
0.0892234559924066 0.238386587263238 0.168634954719802 0.256433085186615 0.344730198904318
0.071031286411925 0.253571283669129 0.167041984806346 0.236993462595069 0.305160431832362
0.0950532994904591 0.203870805542237 0.160437031752821 0.293507405073672 0.372930678261897
0.0718727433807615 0.248268140959718 0.167388571295672 0.248630658555075 0.334414914482164
0.0759245815475478 0.300516480368116 0.173238461513709 0.292635902740418 0.287814967010257
0.0878352268412906 0.244917828036855 0.180051449876242 0.308452121175356 0.373022454024664
0.094295599168417 0.253218450026374 0.185906057738771 0.275385591329637 0.355832666016641
0.0947451036600791 0.25723587696235 0.164802901337906 0.258746593958327 0.318093823511322
0.100686861605976 0.218054452917167 0.164893785650458 0.269715916942051 0.381390074963209
0.0707075795744975 0.213975542557705 0.169633433241583 0.281274765535966 0.404150497500769
0.0647926484246907 0.237687494133151 0.168136251403651 0.2460979118952 0.317026389589644
0.0872854926269168 0.246159319118897 0.181371776872803 0.294196340372808 0.339188202480528
0.0679575202138278 0.237834211400218 0.171206778435086 0.268655519849973 0.322605091645245
0.0877803956953483 0.27255948203942 0.182436582988156 0.28677608137705 0.345265814226336
0.0758527281457467 0.240461439315328 0.158799079563441 0.243112822455861 0.324856387669699
0.0843836283231858 0.234378356783756 0.16950099459906 0.315454492087214 0.336920196430015
0.0808672571283159 0.269268393295541 0.162800888375169 0.242340011626706 0.293332438688597
0.0806445673994833 0.26468038654685 0.185032244559836 0.264424556022557 0.380812090497016
0.0697245579196685 0.215450540441834 0.176054186070995 0.283650796341717 0.349858337211564
0.102930359193624 0.244469117494785 0.200824453750777 0.318235697388145 0.367458692443247
0.0771099435134418 0.26082256667139 0.178924561506832 0.281836975957941 0.335078370033491
0.077348725788052 0.209408208823756 0.167204642655343 0.236447066764765 0.386802515790122
0.0807084977023803 0.237928911749272 0.19792731460668 0.286379201402794 0.385190220367338
0.0726360863247608 0.235391400187634 0.163931335378181 0.271652549144479 0.387422391315252
0.0765552266473741 0.233077604710167 0.172142640639686 0.277219409681315 0.406026203732601
0.08783011763658 0.232825350395293 0.165503272395291 0.235647620669627 0.33427052893434
0.0808594705429121 0.244577184228872 0.174148702535082 0.263595714007448 0.323889713994482
0.0861009456257041 0.259043138649692 0.157803069030963 0.272506801605921 0.296127271801478
0.0805546284781411 0.217492619474763 0.175445356513017 0.276104386776719 0.375419329026534
0.0779944272953326 0.258040881074026 0.170268549080738 0.268895234887947 0.345628310806802
0.0800832303619042 0.24104022439989 0.181755768193219 0.289523485340446 0.304493095108626
0.0804442848663929 0.285766709604792 0.181594983112027 0.292865126569632 0.317728815011232
0.0880539993551302 0.249081547841734 0.180552090621448 0.307545490712775 0.360661867476325
0.0819277722363053 0.273487175636358 0.168775105097719 0.263005364382284 0.328683154247164
0.0965701313193224 0.221684011015785 0.171370901643223 0.277514350911048 0.362968912246422
