"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_gama2" "MLE_lambda1"
0.900267421070193 1.0702950477289 -1.20412713610606 2.03709603146137 -0.899261098755602
1.00909415794855 1.14466982140436 -1.14814199223374 1.75550936028631 -0.542540885802492
1.04488385728837 0.526411111229202 -1.30112489086652 1.73445003647437 -0.390541981946943
1.10843251500415 0.640000963064843 -1.32411929789428 2.31862102567197 -0.435069063714061
0.94536691928423 1.10663802327258 -1.22573666085988 1.77768467869136 -0.730965222233256
1.25247260099674 0.626966787429605 -1.70156803680825 2.49406571677602 -0.426401654293233
0.947548446239089 1.16115446758325 -1.42765803528568 2.06153088155038 -0.523183146266415
1.12742368080731 0.78255175151072 -0.922686668789615 1.60703977277047 -0.723621461822551
1.18634724824486 0.477841625981982 -1.23922418920232 2.01459032840818 -1.24435797753396
1.13610105985659 0.910101607261402 -1.27134454433176 1.64462809130001 -0.399233187918547
1.1514968539604 0.619584818105636 -1.01651773979768 1.43765996957822 -0.653137826935323
1.33287395004244 0.198174264873863 -1.15496438741233 1.62475877515594 -0.643944717864811
0.928338816592237 1.14175137884254 -1.13722208876504 1.40308043760975 -0.311274307465591
1.01851950482194 0.546800266075223 -1.52869278288282 1.32930729763265 0.623720902896467
1.02599882283329 0.57195986642814 -0.984851406360308 1.2782244157469 -0.765517124860234
1.0640064941905 1.09712298258639 -0.89225941393829 1.57030633549045 -0.975614573536379
0.913177689881122 0.82544350197166 -1.17721650048716 1.57480115969337 -0.409646714064782
0.942934345455472 1.47887581120039 -1.25401782753939 2.02749008115693 -0.778673019903093
1.15105047381765 0.454028342797376 -1.47052706756458 2.36122948005875 -0.365911787552455
0.956556260425771 1.04744197907414 -1.1414059116484 1.80773133579495 -0.745567603292
1.26997462845096 0.324295132234725 -1.32878740063666 2.14186901389342 -0.613876978310305
1.16274732344058 0.543114455983475 -0.868234059869824 1.21602937360048 -0.557147247004257
1.04454485895549 0.724763071065006 -1.16571273359486 1.60856966381839 -0.86840109880041
1.14836477899151 0.597853533321555 -1.15511431573917 1.83110615407459 -0.58415397284549
1.18387718146615 -0.0971428261053672 -1.38756324207333 1.48070151343609 0.593032925915009
1.13306851279359 0.735849131862364 -0.802627445556791 1.51476283766924 -1.09193757120079
0.94858208771397 1.4831619368292 -0.994560671908201 1.58359112245144 -1.27985480032307
0.986691444714576 0.794298270324099 -1.37259079564386 1.69286002283054 0.135881547394753
