"se_MLE_beta1" "se_MLE_beta2" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_lambda1"
0.0395865326174756 0.111545366153526 0.0859801418909325 0.125462174689686 0.180634537647911
0.039477389732274 0.120182612183101 0.0876559766395749 0.124706225148969 0.164757640863932
0.0440211709207715 0.120477808130875 0.08600171222555 0.137309950997158 0.162007485510376
0.0376113082665283 0.113960884516021 0.0827468011049025 0.126766255067596 0.178155405595418
0.0396695272646401 0.125805006759971 0.0822256367153909 0.134582825639565 0.157164631630767
0.0418938837346223 0.129008384411219 0.0847654473327688 0.130603875003927 0.154379919989515
0.038906720159447 0.124039070992018 0.0843516286362386 0.128385510527209 0.145858213114249
0.0445862495563126 0.124880659805255 0.0835016898178556 0.13423114304871 0.172764888741077
0.0374451723319774 0.120337162453048 0.0829919865609729 0.130580743221703 0.162454585534559
0.0359398126088446 0.121139842767469 0.0864261944543092 0.124602779046678 0.165864187852876
0.0405195072362582 0.123323482235389 0.0894053206639076 0.134749575986478 0.161874912487708
0.0382876335249572 0.117961505114402 0.0910385507639074 0.131043547013277 0.168823826231961
0.0442243430298466 0.124938210430077 0.0864319833599888 0.131566662925336 0.163795227760963
0.0419696693156633 0.116879330823242 0.0860404431873163 0.134747259999048 0.171582416067654
0.0403846599889137 0.129307755232964 0.0899514309224535 0.142684248790944 0.163969112698594
0.041942017923162 0.131073077932397 0.0861332554887335 0.136383160146626 0.159707893920588
0.0429403781605703 0.12315284439649 0.0827432176269878 0.135226959785332 0.16774477256382
0.0382091249688527 0.123724937132947 0.0814719774156295 0.134915914370306 0.151450004014922
0.0397338472226974 0.125551617024638 0.0867294970976735 0.134093105124671 0.163828336402445
0.0417995409475432 0.125865269888239 0.0880929158515297 0.138832829309792 0.164417506273848
0.038208446135124 0.119606742367623 0.0802682319337748 0.123824112471592 0.163678679212391
0.0422465467413071 0.120713103978358 0.0867096493866137 0.135623646450059 0.166509597123293
0.0437071231626377 0.123944589684742 0.0838144712184328 0.135241669941505 0.155058071599332
0.0370261176942519 0.124792843665295 0.0851921059759252 0.139381789061738 0.157712364156751
0.0388342016590622 0.117186094171411 0.0904132040011549 0.138739837903539 0.184109382951904
0.0412201941137231 0.121431852319006 0.0877480882312112 0.131223858414557 0.163637197738065
0.0420295038406005 0.133511265739401 0.0933358220168256 0.144084796916305 0.155121790307249
0.0409142150288591 0.122488426745764 0.0897731722850611 0.14397690815056 0.164248916056784
0.0379295492205424 0.115801225975076 0.083249775445532 0.128018983864245 0.168471164951105
0.0367357402554008 0.113180451221303 0.0832794774630321 0.125363740560749 0.166926070424853
0.0404088536118328 0.109615964762482 0.0913782897757764 0.136022289783225 0.184576715133277
0.0422215489544172 0.117953903765361 0.0814159992041846 0.137932743214244 0.164437937503031
0.0408824354941274 0.125084081525762 0.0831111128465796 0.132921852694532 0.162077149347817
0.0403457765477258 0.120142964226008 0.0803863345743805 0.129314741204844 0.165605976514801
0.0410016523864727 0.129981147705451 0.086520208459309 0.131867860293266 0.160614631832193
0.0408435612849197 0.134838387349934 0.0914350970087709 0.139636129975358 0.161443255339227
0.0385234346781628 0.118686010316539 0.0845645694482817 0.131243416475791 0.159731519969634
0.039381164313926 0.126810985535369 0.0837188625343819 0.134501647152237 0.154393165706095
0.0416165359229468 0.121643051577176 0.0872245542353716 0.132092001262771 0.156622232098768
0.0401348049208075 0.126140518257194 0.0890526995346576 0.131142767807173 0.164006202312318
0.0457779855398249 0.120384039451282 0.0878319683594823 0.140405276117634 0.172841217369944
