"se_MLE_beta1" "se_MLE_beta2" "se_MLE_beta3" "se_MLE_gama1" "se_MLE_gama2" "se_MLE_gama3" "se_MLE_lambda1" "se_MLE_lambda2"
0.0758411331335046 0.141247919993871 0.0678140143471641 0.113522875340739 0.165154479116643 0.0977562741604985 0.409431501158512 0.569756204379154
0.0720518893281734 0.142035277282044 0.0658648588255352 0.123968418420768 0.159334701364384 0.0970767190785241 0.370660682340252 0.491500765326238
0.0779359992713876 0.142159259081821 0.0699256410436365 0.123773541896596 0.182547838119625 0.0987667076086275 0.413861073240286 0.545316782533081
0.0757780747490452 0.13141590361892 0.0684372442239927 0.133309942710029 0.179720874754527 0.0961595375718615 0.443803840318502 0.599487431769749
0.0719701426010339 0.139632182039707 0.0654555530543788 0.105144489910219 0.14826635451376 0.0940484474031998 0.373398225300967 0.489826804990724
0.0744944303776582 0.147571574989428 0.0664058371630292 0.11290664346383 0.159272846999104 0.0961285389919149 0.350953123704322 0.485592035860978
0.0764523301870209 0.142603147601437 0.0685564589805196 0.113167021747319 0.153711550274784 0.095447399352496 0.512892045500834 0.63609714102433
0.0752961157721893 0.144614754816408 0.0671603316748363 0.112306976904137 0.158144325532877 0.0950668439690686 0.453282539269095 0.582268116983393
0.0813194258455756 0.154515392691836 0.0723091951233446 0.119542345594229 0.166844668110401 0.096534016038927 0.336708278596602 0.434809800194608
0.0765835003587788 0.147284459025654 0.0683630629475023 0.113041340640928 0.17145404319502 0.100789319696351 0.343004325595513 0.42537280988469
0.0724132289742181 0.141851824341591 0.0656985527832585 0.111044265016073 0.159317720458421 0.0963633801729785 0.39652377537998 0.543911233922248
0.0685346493192025 0.135779740847621 0.0619157473148456 0.124046693405596 0.172243279819392 0.0953367916899753 0.421410555245253 0.567992578034168
0.0766795115115785 0.143562850169073 0.0686056484769189 0.12464480877057 0.176284157556951 0.0963016691086948 0.410327078356265 0.555779828025588
0.0823698489201045 0.147225804824569 0.074027672339663 0.11737721141112 0.167879059946455 0.0970653433007112 0.346774310126023 0.468663550479589
0.0743012200377471 0.144290671357443 0.0669187338980851 0.11395197732952 0.163399810127001 0.101371650982776 0.396566038396505 0.507080746055294
0.0720424711378128 0.138773645458571 0.0647536847734003 0.112271345779858 0.170482113024933 0.0975756298856694 0.371536923596506 0.481524174701978
0.0764369494933504 0.14879163245851 0.0692266637121507 0.122614384459541 0.169182797185149 0.0955421222530761 0.474174127119258 0.627447896287909
0.0769052618771751 0.143649596287874 0.067732858764406 0.11551210090274 0.164993841347866 0.102222920310166 0.422447337084836 0.554172976365132
0.0749485878661442 0.147785687227634 0.0674756263718674 0.121132017750807 0.182577407377824 0.0970844437191587 0.346660532723582 0.437638297571741
0.0780011542509443 0.140396487917914 0.0705760982794038 0.128269832226601 0.186174397270547 0.0995098637341456 0.409221239470755 0.546025694333267
0.0846306301125397 0.153633171959909 0.0755624315329099 0.114475707574125 0.153151482555727 0.0941308835766735 0.321166209458998 0.451338950493257
0.0837900290030434 0.156568544646481 0.0738784607986933 0.132622039932487 0.191225375581051 0.0955299646748318 0.414557702019284 0.58152301550171
0.0699909736880771 0.136259590417522 0.0633560289073761 0.113474451166584 0.172788684897482 0.0960044191839736 0.394004654155335 0.524888712640308
0.0793510609614952 0.146029115072033 0.070954774233312 0.127119085369462 0.179228644074626 0.100677561771087 0.336036444939293 0.44489226387572
0.0701825891865021 0.135702157179533 0.0627182370464271 0.120844464770718 0.174821127618521 0.0957596323779754 0.366779637130073 0.500517296864957
0.0689681060135747 0.13804581310309 0.0620224914384169 0.110120860035812 0.167062247912054 0.1016636671748 0.394068943575168 0.503258979807687
0.0765053541254888 0.148055611407615 0.0688929339583276 0.122329911946636 0.166324571550642 0.0960173074919452 0.397352672953077 0.508670301824881
0.0829891926996699 0.152669782152271 0.072915796188242 0.115798595431705 0.174940354165069 0.100763348295374 0.389181411722407 0.515627157989126
0.0788547492053798 0.150061466342812 0.0691838006519648 0.129964374079847 0.188475663245655 0.100676657444665 0.383932576021633 0.493729027574582
0.0816768693344373 0.150684704172526 0.0728892857452202 0.112581059056841 0.171772645523552 0.107205983941785 0.355369825745688 0.452712383236736
0.072890060662859 0.129481627360049 0.0653012292759156 0.120408946998967 0.181267881468886 0.101913772857524 0.344997592136783 0.430553400067652
0.0721367050323284 0.137967270312462 0.065124133133119 0.117009922328905 0.176878117821962 0.0978338342177006 0.389751014955968 0.530097699467533
0.0751382380114854 0.150046940805613 0.0671266077433522 0.116576177562204 0.167000827547853 0.0937384866702882 0.366096722103856 0.492835597050664
0.0802282985189914 0.14805171601557 0.0719277117657553 0.119923397624515 0.154569170819074 0.0995436405864843 0.332730894101711 0.445154784523191
0.0730325953168827 0.132613064687145 0.0652838989981651 0.114599000274244 0.175615765320731 0.101394635718544 0.403650481032338 0.493240016819085
0.0803549284342444 0.143578389113518 0.0713566450543233 0.109183895569831 0.153886206254532 0.0976750766970524 0.350293400233949 0.46098156626161
0.0700773168603234 0.140147976499529 0.0629484582437635 0.113630748921788 0.172970207241249 0.0997610726262738 0.362272036067462 0.457403626725926
0.0800860043239582 0.146875274959236 0.0714206968202293 0.122622950254197 0.180471905039981 0.0966539641175545 0.396125184689232 0.502431336066653
0.0748120830869325 0.134694821021101 0.0677052313415745 0.125833747483935 0.176570958962053 0.0966847834178141 0.37312564271667 0.48474353277861
0.0774318316490634 0.146213753489435 0.0690269598998857 0.128748153092329 0.175123778023464 0.09574114419948 0.330815971248286 0.441465110519021
0.0768358364924656 0.149644435178493 0.0690775028054023 0.108780864896633 0.147816809477443 0.0952679948929681 0.334799001884275 0.45604634643511
0.0715314208644275 0.14568166226968 0.0639301341098132 0.118809117124794 0.174838316991921 0.101956773980224 0.493285394005098 0.613093062506384
0.0747448130502449 0.138538910681278 0.0658815593620359 0.114647154073936 0.169675665795779 0.10286561652679 0.387737516542963 0.492146937024883
0.0814796733249852 0.155383901903923 0.0709307541476596 0.120160231179448 0.183436117944304 0.101962065372358 0.349637865177243 0.465451935105488
0.0726226779226818 0.141900426110999 0.0653761530477617 0.109815331647558 0.160656222109874 0.0977524401193199 0.377801487930264 0.479993062648836
0.0762920563363323 0.147445906408708 0.0678461529725693 0.115860111141208 0.167184992123001 0.0988804201024808 0.394519657658199 0.52101347019832
0.0752649119406595 0.145522722015016 0.0662597911341286 0.116723619794037 0.178186542024745 0.103995922741573 0.403910347137043 0.514891943908919
0.0799233936210275 0.14510343094679 0.0717510174733212 0.114598401541929 0.161123132173848 0.0987811993943378 0.385135024285284 0.518197525551987
0.0743126182569344 0.145714052325367 0.0655923498054937 0.114287393866952 0.169489642276548 0.104907532822505 0.395903276576908 0.483123994739094
0.0785261458369818 0.146774359778507 0.0704453471543965 0.124059561003364 0.185283347497483 0.098700781715725 0.344787617895539 0.472796679300196
0.0695517776029845 0.135360382159151 0.0625129005262755 0.126462101010902 0.170770062848158 0.0969711170677663 0.377097996205918 0.485536095887135
0.074146595398431 0.149457156374446 0.0668460183351535 0.112308193863786 0.163856627439745 0.0973702036117632 0.320842390510851 0.388704538523048
0.0741774130716774 0.146380498130045 0.0668935045547823 0.116016540145618 0.156001744843878 0.0973131973838615 0.336014479508065 0.44528755735377
0.075747917862085 0.147817101479513 0.0679777481693462 0.115804787721657 0.176520977719679 0.098459080996587 0.369268716822087 0.467873798536116
0.0753780543876716 0.143847636033709 0.0675410625051778 0.113222974799294 0.159348596625119 0.0949106945823467 0.35540147334954 0.473863495421965
0.0683574478620226 0.13631530630503 0.0617944121572363 0.122131752098825 0.177713201245117 0.0977375268246346 0.337043394194803 0.433109554414936
0.0773939898711187 0.139226077552279 0.0689070151377705 0.119990542044306 0.181351359310786 0.100288016607321 0.357865322772981 0.460066614565959
0.0804685531785177 0.135246959959168 0.0728491199862892 0.118041741634571 0.152085048418821 0.0967661492643986 0.503037938846672 0.698318146065284
