"MLE_beta1" "MLE_beta2" "MLE_beta3" "MLE_gama1" "MLE_gama2" "MLE_gama3" "MLE_lambda1" "MLE_lambda2"
1.59569720454261 -1.57432020036016 1.09194728125654 -1.06173644051066 1.22683529776139 1.33583099697412 -1.24810074399405 1.12934303878001
1.77842150263796 -1.88837983788675 0.927761929191743 -1.30919226365475 1.4067443173881 1.34836999574266 -0.689858521846639 0.682096378545099
1.84403639031542 -2.15707829536435 0.891126289266824 -1.11585906726287 1.32444678704878 1.29769996858086 -0.787948997252398 0.882952345003529
1.88389941022985 -2.13837150823276 0.981222313388929 -1.27260011796489 1.53207117224868 1.29453264863446 -1.11666440994095 1.22647548445893
1.80357012687282 -1.90745027828412 1.04406273627192 -0.975197092068919 0.974787815758896 1.36741964607083 -1.42840683324644 1.54670543703902
1.69597406894081 -1.66860835373959 1.07477928753229 -1.30249284779727 1.24735012337375 1.58909299562506 -1.44049476512098 1.51466203799019
1.87733484919046 -2.23620657505291 0.857475612927887 -1.42382674379429 1.36211877764982 1.57448808252866 -0.939346489405091 1.17690136514836
1.78948321918468 -1.98978778061726 0.94338616541738 -1.25150667745672 1.33812700008359 1.42070594511071 -1.15809677667665 1.41193392142711
1.88803664954204 -2.1760611243585 1.10189432392757 -1.31835597254434 1.46232741752849 1.50556252108627 -1.4085439136007 1.49453823837363
1.77456044634135 -2.12302194840494 1.08951345480196 -1.04917155837428 1.12422373590436 1.30089601187186 -1.57756071790347 1.91026608255661
1.81844500710267 -1.94864767304202 0.969127902749854 -1.2193957059759 1.29330586786911 1.41001396929322 -1.467855754906 1.72508517439064
1.63047557978496 -1.72055999012663 1.11026598056421 -1.04168986476499 1.21985706739501 1.27717419404067 -1.40505369812861 1.25775813794891
1.93577441332078 -2.35194411556358 1.01549678886647 -1.24203499740967 1.2154150056456 1.52708404494183 -1.36302147169762 1.59738693270426
1.8072435894379 -2.11550144812266 1.11578170258402 -1.09788107587315 1.23309229595563 1.44367136548989 -1.32779133745585 1.37772234629085
1.85954173632815 -2.15476889061909 0.939827835368328 -1.18340717375943 1.26840957742687 1.44281851300503 -1.34968271702167 1.60328527776937
1.92142182021286 -2.32213291886008 0.975335242334192 -1.01847944293301 1.15833696853717 1.24181051156592 -1.39030844944866 1.90214872049041
1.66172474889247 -1.90035408220389 1.10665368887433 -1.12091788699528 1.16046919037247 1.41600587616819 -1.22265168069488 1.19910218908315
1.63597052085053 -1.61136300223976 1.12818083635197 -1.31370729771349 1.45050198396936 1.45818431576492 -1.00859988252047 0.929314035507498
1.77664661917677 -2.04919307513018 0.980454279528437 -1.51920899903177 1.6971301968671 1.45396796745282 -0.852435366075271 0.77851251156607
1.79327125605321 -1.8266193255586 0.97441451707317 -0.96639236347819 1.03009874910374 1.27795825621461 -1.36065111383954 1.32063515659001
1.76073669778811 -1.83577339154165 0.886852354664987 -1.39855891847004 1.51466240873444 1.52077205710939 -1.13336055491661 1.28436796420093
1.92693732128885 -2.29920586430524 0.859082471757554 -1.54199839224198 1.55830947570539 1.52295221778748 -0.903825566823657 0.939857662088417
1.76092151347263 -1.88982129376347 1.10052425166437 -1.26840289203225 1.227235652604 1.49566819779423 -1.2080916974065 1.38606580039079
1.80694740350888 -1.9820766507197 1.11057175347455 -1.14815958969478 1.23571184279711 1.35267751775812 -1.32978895916104 1.41329753408607
1.72147638282718 -1.69366921497428 1.14676597458477 -1.42532054202491 1.39120237326769 1.67330260429694 -1.31460909008821 1.17874432333676
1.75985400344885 -1.69217513241307 1.02048985030882 -1.09574397347901 1.15038870574837 1.34550437189293 -1.46782017093175 1.43896692627025
1.65691605334909 -1.83419209245319 1.00074659712048 -1.45165582731811 1.57368072205443 1.34850731413584 -0.472914496837243 0.308614853808262
1.70940203474753 -1.81979000609908 1.00879914155734 -1.30622431977307 1.45712654536874 1.36996648642328 -0.863541148431218 0.910638968514531
1.905750776001 -2.19879809979024 1.08693425354157 -1.35990521973015 1.49284199487557 1.32266874037652 -1.14757241339873 1.26183986772591
1.80860220354605 -2.31371544830978 0.9746746912732 -1.22962875957441 1.2366097629247 1.4469673703318 -1.48128724232046 1.73886917822173
1.95984498848404 -2.3355878288662 0.849987788002985 -1.22558934836242 1.30318416581448 1.32723004205999 -1.118771195398 1.39659026452721
1.62567611270936 -1.60796544552217 1.15290626295073 -1.29711970398868 1.49267705747931 1.38827176257345 -1.04557238833029 0.857850882372784
1.89001619508142 -2.15478724107134 0.97293535280862 -1.17402009636714 1.25736832100543 1.45075137551473 -1.56920644484348 1.79047106833593
1.83959936174131 -2.25935909662664 1.06041327828469 -1.29681797638198 1.27805892747024 1.53729296021958 -1.21163219299436 1.43444718945058
1.85181047742283 -2.15454095324528 1.00044410672237 -1.33291540164637 1.38088251011327 1.42861064638058 -0.994822530587121 1.07385172526337
1.66621620497717 -1.7461451736225 1.12082153682028 -1.44042224416467 1.80428380664871 1.21211086596662 -0.670580079169831 0.653374247633444
1.74657140466942 -1.84207147923545 1.03151400992875 -1.10817775686683 1.14738941941143 1.43097877825921 -1.28103268393636 1.28895824286637
1.70455936127632 -1.73391507679608 1.07437335743772 -1.24992092733781 1.3346973171491 1.50113421402808 -1.39535795622314 1.1853665292899
1.74749130402251 -1.88956048305066 0.98226115141922 -1.15757417411744 1.33287264618038 1.36107868341277 -0.985633941399212 0.944825234739138
1.86906281166923 -2.10589505282244 0.91986741090392 -1.26182482002273 1.27303777929139 1.41757865326672 -1.31989779559552 1.54539214357442
2.07985404812048 -2.54289986211034 0.823812117444118 -1.19740629711659 1.40443689866832 1.24208924000614 -1.14328626953593 1.45455797856779
1.87396530917807 -1.99552970998 0.823168511354711 -1.24527107420226 1.06608581464146 1.51279586968691 -1.12490834031357 1.33812963759463
1.82261277848557 -2.36445554681337 1.0746937992818 -1.20624635029041 0.887317395645131 1.55848239148754 -1.37003154064373 1.8125320309895
