"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_lambda1"
1.81662353174854 -2.04976765450717 -0.997333697256323 -1.04843125623553
1.81924003808859 -2.01340301313751 -0.847560328071337 -1.78647697335348
1.7469350214163 -1.85938885835031 -1.12534197703961 -0.860777114455032
1.76460805708374 -1.93096226763011 -1.19311478149373 -1.08454351627149
1.83595632869602 -2.05026663713253 -1.17122056913289 -1.15888677582214
1.79666576163739 -2.08816348361864 -0.872549145157668 -2.47547213823883
1.83698825195608 -1.97732532464496 -0.987174274763068 -1.21996687312996
1.76353933730909 -1.93361503174029 -1.09352878105863 -0.528522757858436
1.68123738954716 -1.72256030310468 -0.943405885282145 -1.65025716555196
1.78496100777192 -2.00880942805663 -1.15264062269908 -0.837891023573281
1.71003773793119 -1.75311920976492 -0.921493084381493 -2.32564044142364
1.80729489770015 -1.96443407212896 -1.04346126049265 -0.588033151893107
1.85783381881949 -2.01134010200699 -1.0379783718897 -0.909859036571235
1.80107763585129 -1.99798935384291 -0.95014366465935 -1.61552667825594
1.71591608884292 -1.9594978625025 -1.10020355839197 -0.903033867181665
1.80374874366341 -1.84676614676982 -1.13805775630905 -1.63353795974703
1.81724605197862 -1.97369073639549 -1.04345090578406 -1.38605882752615
1.9154665807548 -2.26540761134522 -1.10674301449467 -0.619028145057084
1.81009036920046 -2.03677226521846 -1.04879596313113 -0.92584938681074
1.79393252106546 -1.87527134114945 -0.901179908305866 -3.40474078203376
1.80746407933436 -2.06993472195678 -0.950001554724745 -1.21529539839671
1.69825539316926 -1.85911829429888 -1.22040697916737 -1.2728114426836
1.76840500965203 -1.99489897851632 -0.937657527264529 -1.49421337746508
1.76586306539194 -1.86528590426669 -0.956364688059381 -1.23281660012975
1.81943164435663 -1.98292154536239 -1.12478462841635 -0.367320001660907
1.76010221541079 -2.02344180863609 -1.31717727935429 -1.03782690995882
1.80894699702081 -1.9391802570854 -1.04763869823464 -1.17534862648906
1.86907531289009 -2.19013997935326 -1.32298342154105 -0.6864621890876
1.73234279256305 -1.90703897661944 -1.21939214826447 -0.819349832249864
1.8010916133468 -1.85935344562089 -0.852377491647252 -2.3943248923216
1.88883382009997 -2.23407354671448 -1.00847996726037 -0.946829740832946
1.76135407492145 -1.8613502659279 -0.855097076666194 -1.93029441025453
1.76332003138886 -1.87018095566455 -0.820733875711299 -1.43687691458914
1.85067844466331 -2.08146259834226 -0.801301014434985 -2.44053513633792
1.69307059404319 -1.95598129595954 -1.14225782640396 -0.574933031587545
1.87489145939058 -2.16195709602305 -0.984991769213536 -1.80223726563519
1.75340948760919 -1.96295109888178 -1.02393564964302 -0.799139156879025
