"MLE_beta1" "MLE_beta2" "MLE_gama1" "MLE_lambda1"
2.70996233825657 -3.1614671802301 -1.34391109102673 -1.2385951098183
2.70813584397273 -3.11258670768145 -1.30611713505937 -1.27006905645319
2.69556220545995 -3.10865795328837 -1.29927228648124 -1.52507956688111
2.6804195179096 -3.06567118340551 -1.33600155834479 -1.20126509701028
2.69224098861229 -3.10002041993447 -1.2869896134511 -1.39759066343396
2.72401469361607 -3.12271632710824 -1.2596906079341 -1.53072575535803
2.68788335082071 -3.0540696766409 -1.41193061455303 -1.11026954679889
2.68324745073801 -3.06308388419059 -1.28233954227632 -1.56617677980198
2.69015247769528 -3.06227340550596 -1.28862669231992 -1.12559235012264
2.68961179341571 -3.08566021463081 -1.21807318141923 -2.10645107851467
2.70464053147502 -3.08424742792949 -1.31110378343603 -1.50015125764806
2.69387024051631 -3.09369632924567 -1.33845032409035 -1.5740284986282
2.70118036200694 -3.06472239920314 -1.36272475597783 -1.48026160249984
2.6763802167791 -3.09859236800366 -1.29884000983438 -1.60653919414164
2.72451457138237 -3.11497275823105 -1.22080298834727 -1.60725929390572
2.69783273731762 -3.1036542893214 -1.32676584403859 -1.37594932625563
2.70334301809769 -3.0737571446281 -1.32830666817642 -1.07415574770667
2.69983418574974 -3.04407468837376 -1.28865590440891 -1.24214544343037
2.67802441263963 -3.04580761294958 -1.43310440656358 -1.08186821819406
2.68688303046528 -3.06836335602133 -1.2312005106567 -1.64874514365153
2.69766390025153 -3.10391150627352 -1.33358041304391 -1.35886130008669
2.68779610476396 -3.14114347911803 -1.27759582452962 -1.45048243300382
2.71514856624324 -3.1142975283425 -1.20726645321291 -1.8092389502295
2.714298841813 -3.12955503309063 -1.26351572975502 -1.72024332611872
2.69864045298422 -3.10485058950708 -1.32525124881369 -1.35443422284634
2.69369599093401 -3.06177876673263 -1.24336086882801 -1.48565377492928
2.67194230805335 -3.03600500977956 -1.30400288326263 -1.36351979841053
2.68595001041017 -3.08488933506924 -1.24089162129212 -1.74522732617866
2.71677756925612 -3.13491527980012 -1.29323425007109 -1.58131053252041
2.71822419532346 -3.11802993029215 -1.17962172355477 -1.98132828179433
2.70680330155381 -3.10642624643807 -1.28856623165822 -1.60727542384104
2.6872086191503 -3.0465213015786 -1.30281924642604 -1.13096472871206
2.71306293146756 -3.12781534638 -1.27624190807464 -1.49839058963008
2.68993008013347 -3.05027850281262 -1.39798706822979 -0.940998323916567
2.68704502819783 -3.11238699047771 -1.28787258894001 -1.34883656232972
2.70169393048185 -3.10229864145694 -1.23384035320282 -1.42800297466687
2.72101799412592 -3.13697108711511 -1.29332882616656 -1.40060013621112
2.69509899561159 -3.09185342615462 -1.32062188860001 -1.33728872512523
2.70183926746312 -3.12049222731613 -1.24497718388807 -1.59153163067558
2.67952953446929 -3.12465262998689 -1.38027190980277 -1.12974799733659
2.72715249995089 -3.11179607044077 -1.21741981373171 -1.60715841130348
2.69164730549648 -3.08821970623993 -1.29277758194673 -1.66460320543985
2.696279592788 -3.09892624548623 -1.40695352924371 -1.18007353663859
2.68129843534267 -3.04726437274066 -1.3346943156134 -1.16887512039634
